Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
perkAdvancedEngineeringRank5LongDesc,progression,perk Int,,,"Learn to craft SMG auto turrets for the best ranged base defense, and crucibles to forge steel in forges. Gain 50% XP from Electrical Trap Kills. Craft a Blacksmith Forge and Mechanic Workbench as well as an Electrician Table.\nAll forge recipes cost 20% less, crafting Forged Steel and electrical devices costs 35% less.","Learn to craft SMG auto turrets for the best ranged base defense, and crucibles to forge steel in forges. Gain 50% XP from Electrical Trap Kills. Craft a Blacksmith Forge and Auto Workbench.\nAll forge recipes cost 20% less, crafting Forged Steel and electrical devices costs 35% less.","Learn to craft SMG auto turrets for the best ranged base defense, and crucibles to forge steel in forges. Gain 50% XP from Electrical Trap Kills. Craft a Blacksmith Forge and Auto Workbench.\nAll forge recipes cost 20% less, crafting Forged Steel and electrical devices costs 35% less.","Learn to craft SMG auto turrets for the best ranged base defense, and crucibles to forge steel in forges. Gain 50% XP from Electrical Trap Kills. Craft a Blacksmith Forge and Auto Workbench.\nAll forge recipes cost 20% less, crafting Forged Steel and electrical devices costs 35% less.","Learn to craft SMG auto turrets for the best ranged base defense, and crucibles to forge steel in forges. Gain 50% XP from Electrical Trap Kills. Craft a Blacksmith Forge and Auto Workbench.\nAll forge recipes cost 20% less, crafting Forged Steel and electrical devices costs 35% less.","Learn to craft SMG auto turrets for the best ranged base defense, and crucibles to forge steel in forges. Gain 50% XP from Electrical Trap Kills. Craft a Blacksmith Forge and Auto Workbench.\nAll forge recipes cost 20% less, crafting Forged Steel and electrical devices costs 35% less.","Learn to craft SMG auto turrets for the best ranged base defense, and crucibles to forge steel in forges. Gain 50% XP from Electrical Trap Kills. Craft a Blacksmith Forge and Auto Workbench.\nAll forge recipes cost 20% less, crafting Forged Steel and electrical devices costs 35% less.","Learn to craft SMG auto turrets for the best ranged base defense, and crucibles to forge steel in forges. Gain 50% XP from Electrical Trap Kills. Craft a Blacksmith Forge and Auto Workbench.\nAll forge recipes cost 20% less, crafting Forged Steel and electrical devices costs 35% less.","Learn to craft SMG auto turrets for the best ranged base defense, and crucibles to forge steel in forges. Gain 50% XP from Electrical Trap Kills. Craft a Blacksmith Forge and Auto Workbench.\nAll forge recipes cost 20% less, crafting Forged Steel and electrical devices costs 35% less.","Learn to craft SMG auto turrets for the best ranged base defense, and crucibles to forge steel in forges. Gain 50% XP from Electrical Trap Kills. Craft a Blacksmith Forge and Auto Workbench.\nAll forge recipes cost 20% less, crafting Forged Steel and electrical devices costs 35% less.","Learn to craft SMG auto turrets for the best ranged base defense, and crucibles to forge steel in forges. Gain 50% XP from Electrical Trap Kills. Craft a Blacksmith Forge and Auto Workbench.\nAll forge recipes cost 20% less, crafting Forged Steel and electrical devices costs 35% less.","Learn to craft SMG auto turrets for the best ranged base defense, and crucibles to forge steel in forges. Gain 50% XP from Electrical Trap Kills. Craft a Blacksmith Forge and Auto Workbench.\nAll forge recipes cost 20% less, crafting Forged Steel and electrical devices costs 35% less.","Learn to craft SMG auto turrets for the best ranged base defense, and crucibles to forge steel in forges. Gain 50% XP from Electrical Trap Kills. Craft a Blacksmith Forge and Auto Workbench.\nAll forge recipes cost 20% less, crafting Forged Steel and electrical devices costs 35% less.","Learn to craft SMG auto turrets for the best ranged base defense, and crucibles to forge steel in forges. Gain 50% XP from Electrical Trap Kills. Craft a Blacksmith Forge and Auto Workbench.\nAll forge recipes cost 20% less, crafting Forged Steel and electrical devices costs 35% less.","Learn to craft SMG auto turrets for the best ranged base defense, and crucibles to forge steel in forges. Gain 50% XP from Electrical Trap Kills. Craft a Blacksmith Forge and Auto Workbench.\nAll forge recipes cost 20% less, crafting Forged Steel and electrical devices costs 35% less."

farmingTip,Journal Tip,,,,"Use your fists or any tool to harvest crops.\nAfter you have bought the required level in the 'Living Off The Land' perk or found a schematic you can craft seeds from harvested crops.\nCraft Farm Plots and plant seeds on Farm Plots using the secondary action. Clean water gathered from buckets must be placed next to your farm plot in order for seeds to properly grow. Water will deplete over time so make sure to check your water consumption each day or your crop will die.\n\nIrrigation Pumps and Pipes are the most efficient way of farming as they do not deplete any water once set up. Check the irrigation journal entry for more information.\n\nIncrease your harvesting yield through buying more levels of the perk." ,,"Ernte Feldfrüchte mit deinen Fäusten oder mit einem beliebigen Werkzeug.\nWenn du das erforderliche Level der Eigenschaft „Vom Land leben“ gekauft oder einen entsprechenden Bauplan gefunden hast, kannst du aus geernteten Feldfrüchten Samen fertigen.\nFertige Beete, pflanze mit der sekundären Aktion Samen in ihnen an und kaufe mehr Levels der Eigenschaft, um deine Ernte noch weiter zu verbessern. ","Utiliza las manos o cualquier herramienta para cosechar los cultivos.\nCuando hayas comprado el nivel necesario del beneficio “Vivir de la tierra” o hayas encontrado un esquema, podrás fabricar las semillas de los cultivos cosechados.\nFabrica parcelas agrícolas y planta las semillas en ellas con la acción secundaria, y aumenta tu cosecha comprando más niveles del beneficio. ","Utilisez vos poings ou n'importe quel outil pour récolter des cultures.\nUne fois que vous avez acheté le niveau requis dans l'avantage ""Vie à la campagne"" ou trouvé un schéma, vous pouvez fabriquer des graines à partir des cultures récoltées.\nFabriquez des parcelles de culture et semez des graines en utilisant l'action secondaire et augmentez les rendements de vos récoltes en achetant plus de niveaux d'avantage. ","Usa i pugni o qualsiasi strumento per raccogliere le colture.\nDopo aver acquisito il livello richiesto della capacità ""Frutti della terra"" o aver trovato uno schema puoi ricavare semi dalle colture raccolte.\nPuoi creare terreni agricoli e piantare i semi usando l'azione secondaria e aumentare la produzione aumentando il livello della capacità. ",作物の収穫には素手やツールを使用します。\n「自給自足」の特殊技能で必要となるレベルを購入する、あるいは設計図を入手すると、収穫した作物から種をクラフトすることができるようになります。\n耕作区画をクラフトして、第二アクションで耕作区画に種を植えます。特殊技能の高位レベルを購入して収穫量を増やしていきましょう。 ,주먹이나 도구를 사용해 곡물을 수확합니다.\n'자급자족' 특성 필수 레벨을 구매하거나 도면을 발견한 경우 수확한 곡물에서 씨앗을 얻을 수 있습니다.\n보조 행동을 통해 농장 터를 만든 다음 씨앗을 심으세요. 해당 특성에 대한 더 높은 레벨을 구매하여 수확량을 늘릴 수 있습니다. ,"Plony zbierzesz rękami lub dowolnym narzędziem.\nGdy uda ci się zdobyć wymagany poziom profitu „Samowystarczalność” lub znajdziesz odpowiedni schemat, nabędziesz zdolność wytwarzania nasion z zebranych plonów.\nUżyźniaj ziemię i sadź nasiona przy użyciu akcji pomocniczej oraz zwiększaj plony, kupując kolejne poziomy profitu. ","Use as mãos ou qualquer ferramenta para colher itens de cultivo.\nQuando tiver obtido o nível necessário da vantagem “Vivendo da terra” ou encontrado um diagrama, você poderá fazer sementes a partir das colheitas.\nFaça espaços de colheita e plante sementes neles usando a ação secundária e aumente o rendimento de colheita ao comprar mais itens da vantagem. ","Для сборки урожая используйте кулаки или любой инструмент.\nПриобретя требуемый уровень умения «Подножный корм» или найдя соответствующие схемы, вы сможете изготавливать семена из собранного урожая.\nСоздавайте фермерские участки, высаживайте на них семена с помощью дополнительного действия и повышайте урожайность, покупая новые уровни умения. ","Ekin hasat etmek için yumruklarını veya herhangi bir aleti kullan.\n""Geçimini Topraktan Sağlayan"" avantajında gerekli seviyeyi satın aldıktan ya da şema bulduktan sonra hasat edilen ekinlerden tohum üretebilirsin.\nÇiftlik Arsası üret, ikincil eylemi kullanarak Çiftlik Arsaları üzerine tohum ek ve avantajın diğer seviyelerini satın alarak hasat verimini artır. ",用空手或使用任何工具收割庄稼。\n在你购买了“生于土地”的技能或找到一张设计图后，你可以通过收获的作物来制作种子。\n使用辅助动作在农场上耕种农田并埋下种子，通过获得更多的技能来提高收获产量。 ,用拳頭或任何工具收穫作物。\n購買「靠土地為生」技能的所需関數或者找到原理圖，你可以獲得收穫作物的種子。\n使用輔助動作整理農田並種植種子，購買該技能的更多関數增加收穫產量。 ,"Utiliza las manos o cualquier herramienta para cosechar los cultivos.\nCuando hayas comprado el nivel necesario del beneficio “Vivir de la tierra” o hayas encontrado un esquema, podrás fabricar las semillas de los cultivos cosechados.\nFabrica parcelas agrícolas y planta las semillas en ellas con la acción secundaria, y aumenta tu cosecha comprando más niveles del beneficio. "

meleeWpnKnucklesT3SteelKnucklesDesc,items,Melee,,,Protect your hands and put some weight into those swings. These blades can also be useful for gutting animals.\n\nRepair with an Advanced Repair Kit.\nScrap to Iron.,,Schütze deine Hände und verleihe deinen Schlägen gleichzeitig mehr Kraft. Diese Klingen eignen sich auch für das Ausweiden von Tieren.\n\nKann mit einem Reparaturkit repariert werden.\nKann zu Stahlschlagringteilen zerlegt werden.,El protector de nudillos de cuero protege las manos y le da potencia a esos puñetazos. Estas hojas también te pueden venir bien para destripar animales.\n\nSe repara con un kit de reparación.\nDesguázalos para obtener partes de nudillos de acero.,Il protège vos mains et donne du poids à vos coups. Ces lames peuvent aussi être utiles pour étriper les animaux.\n\nSe répare avec un kit de réparation.\nSe recycle en pièces de poing américain en acier.,Protegge le mani e appesantisce i cazzotti. Le lame sono utili anche per sventrare gli animali.\n\nSi ripara con la cassetta degli attrezzi.\nLa rottamazione produce parti per tirapugni d'acciaio.,手を保護して一撃一撃をもっと重く。刃がついているので動物の解体にも役に立ちます。\n\n修理キットで修復可能。\n解体すると鉄鋼ナックルパーツに,손을 보호하고 주먹에 힘을 실어줍니다. 이 칼날은 동물의 내장을 제거하는 데도 유용합니다.\n\n수리 키트로 수리할 수 있습니다.\n강철 너클 부품으로 분해됩니다.,Chroni rękę i wzmacnia ciosy. Dodatkowe ostrza przydadzą się do patroszenia zwierząt.\n\nPrzedmiot naprawisz zestawem naprawczym.\nZ przedmiotu można odzyskać części stalowego kastetu.,Protege suas mãos e dá mais peso aos seus socos. As lâminas também são úteis para estripar animais.\n\nConserte com o kit de reparos.\nRecicle para obter peças de soco inglês de aço.,Защищает кисти рук и добавляет веса при ударах. Его лезвиями удобно потрошить животных.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части стального кастета.,Ellerini korurken yumruklarına fazladan ağırlık kat. Bunlar hayvanları deşmek için de oldukça kullanışlıdır.\n\nOnarım Kitiyle onar.\nHurdaya çıkardığında Çelik Muşta parçaları elde edersin.,可保护你的手部，并给你的挥拳增加重量。这些刀片也可用于解剖动物。\n\n可使用维修工具修理。\n可分解为钢质拳套零件。,保護你的手並在鞦韆上增加一定重量。這些刀片也可用於取出動物的內臟。\n\n使用維修工具包修復。\n鋼指節部件報廢。,El protector de nudillos de cuero protege las manos y le da potencia a esos puñetazos. Estas hojas también te pueden venir bien para destripar animales.\n\nSe repara con un kit de reparación.\nDesguázalos para obtener partes de nudillos de acero.
meleeToolAxeT2SteelAxeDesc,items,Tool,,,The steel axe has a durable blade and is great for harvesting wood.\n\nRepair with an Advanced Repair Kit.\nScrap to Iron.,,Diese Stahlaxt eignet sich mit ihrer widerstandsfähigen Klinge gut zum Holzfällen.\n\nKann mit einem Reparaturkit repariert werden.\nKann zu Stahlwerkzeugteilen zerlegt werden.,Este hacha de acero tiene una hoja resistente y es genial para recolectar madera.\n\nSe repara con un kit de reparación.\nDesguázala para obtener partes de herramienta de acero.,"La hache en acier est équipée d'une lame solide, idéale pour couper du bois.\n\nSe répare avec un kit de réparation.\nSe recycle en pièces d'outil en acier.",L'ascia d'acciaio ha una lama resistente ed è fantastica per raccogliere la legna.\n\nSi ripara con la cassetta degli attrezzi.\nLa rottamazione produce parti di utensili d'acciaio.,鉄鋼製斧に丈夫な刃がついており、木材の収集に役立ちます。\n\n修理キットで修復可能。\n解体すると鉄鋼ツールパーツに。,강철 도끼는 단단한 날을 갖고 있으며 목재를 수집하는 데 좋습니다.\n\n수리 키트로 수리할 수 있습니다.\n강철 도구 부품으로 분해됩니다.,Stalowa siekiera jest wytrzymała i świetnie się nadaje do pozyskiwania drewna.\n\nNaprawisz zestawem naprawczym.\nZezłomowanie zapewni części stalowego narzędzia.,O machado de aço tem uma lâmina durável e é ótimo para recolher madeira.\n\nConserte com o kit de reparos.\nRecicle para obter peças de ferramenta de aço.,Стальной топор имеет более прочное лезвие и отлично подходит для добычи дерева.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части стального инструмента.,Bu çelik balta hem sağlam bir kesici alettir hem de tahta toplarken işine yarar\n\nOnarım Kitiyle onar.\nHurdaya çıkardığında Çelik Alet parçaları elde edersin.,钢斧斧刃经久耐用，非常适合伐木。\n\n可用维修工具修理。\n可分解为钢制工具零件。,鋼斧有耐用的刀片，很適合伐木。\n\n用維修工具包維修。\n報廢鋼工具零件。,Este hacha de acero tiene una hoja resistente y es genial para recolectar madera.\n\nSe repara con un kit de reparación.\nDesguázala para obtener partes de herramienta de acero.
meleeWpnSpearT3SteelSpearDesc,items,Melee,,,Spears have more range than other weapons and can also be thrown.\n\nRepair with an Advanced Repair Kit.\nScrap to Iron.,,Speere haben eine größere Reichweite als andere Waffen und können geworfen werden.\n\nKann mit einem Reparaturkit repariert werden.\nKann zu Stahlspeerteilen zerlegt werden.,Las lanzas tienen más rango que otras armas y también se pueden lanzar.\n\nSe repara con un kit de reparación.\nDesguázala para obtener partes de lanza de acero.,Les lances ont une plus grande portée que les autres armes et peuvent aussi être lancées.\n\nSe répare avec un kit de réparation.\nSe recycle en pièces de lance en acier.,La lancia ha una portata maggiore rispetto ad altre armi e può anche essere lanciata.\n\nSi ripara con la cassetta degli attrezzi.\nLa rottamazione produce parti per lancia d'acciaio.,槍は他の武器よりも攻撃範囲が広く、投擲武器としても使用できます。\n\n修理キットで修復可能。\n解体すると鉄鋼スピアパーツに。,"창은 다른 무기보다 공격 범위가 길고, 투척할 수도 있습니다.\n\n수리 키트로 수리할 수 있습니다.\n강철 창 부품으로 분해됩니다.","Włócznie mają największy zasięg spośród broni białej, a dodatkowo można nimi miotać.\n\nPrzedmiot naprawisz zestawem naprawczym.\nZ przedmiotu odzyskasz części stalowej włóczni.",As lanças têm mais alcance do que as outras armas e também podem ser arremessadas.\n\nConserte com o kit de reparos.\nRecicle para obter peças de lança de aço.,"Позволяет держать врагов на некоторой дистанции, а еще его можно метнуть.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части стального копья.","Mızrakların menzili diğer silahlara göre uzundur, bunlar ayrıca fırlatılabilir.\n\nOnarım Kitiyle onar.\nHurdaya çıkardığında Çelik Mızrak parçaları elde edersin.",长矛比其他武器的攻击范围更大，可投掷。\n\n可使用维修工具修理。\n可分解为钢矛零件。,長矛的射程比其他武器更遠，也可以投擲出去。\n\n使用維修工具包修復。\n鋼矛部件報廢。,Las lanzas tienen más rango que otras armas y también se pueden lanzar.\n\nSe repara con un kit de reparación.\nDesguázala para obtener partes de lanza de acero.

gunBotT2JunkTurretSchematic,items,Gun,,,Robotic Turret Schematic,,Bauplan – Robotik-Geschützturm,Esquema de torreta robótica,Schéma de tourelle à ferraille,Schema della torretta robotica,設計図「ロボットタ砲台」,로보틱 터렛 도면,Robotyczna wieżyczka — schemat,Diagrama de torreta robótica,Схема роботизированной пушки,Robot taret Şeması,机器人炮塔设计图,機器人炮塔原理圖,Esquema de torreta robótica

meleeToolSalvageT1WrenchDesc,items,Tool,,,"Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Repair Kit.\nScrap to Iron."
meleeToolSalvageT2RatchetDesc,items,Tool,,,"Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with an Advanced Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with an Advanced Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with an Advanced Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with an Advanced Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with an Advanced Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with an Advanced Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with an Advanced Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with an Advanced Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with an Advanced Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with an Advanced Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with an Advanced Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with an Advanced Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with an Advanced Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with an Advanced Repair Kit.\nScrap to Iron.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with an Advanced Repair Kit.\nScrap to Iron."
meleeToolSalvageT3ImpactDriverDesc,items,Tool,,,"Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Advanced Repair Kit.\nScrap to Motor Tool Parts.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Advanced Repair Kit.\nScrap to Motor Tool Parts.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Advanced Repair Kit.\nScrap to Motor Tool Parts.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Advanced Repair Kit.\nScrap to Motor Tool Parts.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Advanced Repair Kit.\nScrap to Motor Tool Parts.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Advanced Repair Kit.\nScrap to Motor Tool Parts.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Advanced Repair Kit.\nScrap to Motor Tool Parts.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Advanced Repair Kit.\nScrap to Motor Tool Parts.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Advanced Repair Kit.\nScrap to Motor Tool Parts.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Advanced Repair Kit.\nScrap to Motor Tool Parts.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Advanced Repair Kit.\nScrap to Motor Tool Parts.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Advanced Repair Kit.\nScrap to Motor Tool Parts.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Advanced Repair Kit.\nScrap to Motor Tool Parts.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Advanced Repair Kit.\nScrap to Motor Tool Parts.","Great for disassembling mechanical devices like cars, air conditioners and more. For more complex vehicle parts you will want to use a crowbar.\n\nRepair with a Advanced Repair Kit.\nScrap to Motor Tool Parts."

armorClothGroupDesc,items,Clothes,,,Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\n\nRepair with a Cloth Armor Repair Kit.\nScrap to cloth.,Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\n\nRepair with a Cloth Armor Repair Kit.\nScrap to cloth.,Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\n\nRepair with a Cloth Armor Repair Kit.\nScrap to cloth.,Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\n\nRepair with a Cloth Armor Repair Kit.\nScrap to cloth.,Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\n\nRepair with a Cloth Armor Repair Kit.\nScrap to cloth.,Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\n\nRepair with a Cloth Armor Repair Kit.\nScrap to cloth.,Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\n\nRepair with a Cloth Armor Repair Kit.\nScrap to cloth.,Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\n\nRepair with a Cloth Armor Repair Kit.\nScrap to cloth.,Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\n\nRepair with a Cloth Armor Repair Kit.\nScrap to cloth.,Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\n\nRepair with a Cloth Armor Repair Kit.\nScrap to cloth.,Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\n\nRepair with a Cloth Armor Repair Kit.\nScrap to cloth.,Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\n\nRepair with a Cloth Armor Repair Kit.\nScrap to cloth.,Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\n\nRepair with a Cloth Armor Repair Kit.\nScrap to cloth.,Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\n\nRepair with a Cloth Armor Repair Kit.\nScrap to cloth.,Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\n\nRepair with a Cloth Armor Repair Kit.\nScrap to cloth.
armorIronGroupDesc,items,Clothes,,,Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\n\nRepair with an Iron Armor Repair Kit.\nScrap to Iron.,Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\n\nRepair with an Iron Armor Repair Kit.\nScrap to Iron.,Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\n\nRepair with an Iron Armor Repair Kit.\nScrap to Iron.,Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\n\nRepair with an Iron Armor Repair Kit.\nScrap to Iron.,Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\n\nRepair with an Iron Armor Repair Kit.\nScrap to Iron.,Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\n\nRepair with an Iron Armor Repair Kit.\nScrap to Iron.,Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\n\nRepair with an Iron Armor Repair Kit.\nScrap to Iron.,Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\n\nRepair with an Iron Armor Repair Kit.\nScrap to Iron.,Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\n\nRepair with an Iron Armor Repair Kit.\nScrap to Iron.,Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\n\nRepair with an Iron Armor Repair Kit.\nScrap to Iron.,Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\n\nRepair with an Iron Armor Repair Kit.\nScrap to Iron.,Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\n\nRepair with an Iron Armor Repair Kit.\nScrap to Iron.,Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\n\nRepair with an Iron Armor Repair Kit.\nScrap to Iron.,Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\n\nRepair with an Iron Armor Repair Kit.\nScrap to Iron.,Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\n\nRepair with an Iron Armor Repair Kit.\nScrap to Iron.
